Math Question,Chat GPT Answer(str),Chat GPT Answer(int),Correct Answer,Was it correct?,Was it prompted?
What's 2+4+6+7+9+1+5+10+10+6+8+10+2+3+6?,The sum of those numbers is 89.,89,89,True,True
What's 9+8+3+8+7+2+3+5+10+7+1+6+5?,75,75,74,False,False
What's 3+4+7+10+5+4+2+5+2+7+9+3+4?,The sum of those numbers is 65.,65,65,True,True
What's 4+2+9+9+1+10+9+7+2+8+4+9+10+8+7?,100,100,99,False,False
What's 7+8+5+2+9+5+9+9+2+4+7+3?,The sum of 7+8+5+2+9+5+9+9+2+4+7+3 is 70.,70,70,True,True
What's 7+1+9+10+3+6+5+10+7+2+1+3+3+8+8?,83,83,83,True,False
What's 8+8+9+8+3+6+8+5+7+8+2+3+4?,The sum of 8+8+9+8+3+6+8+5+7+8+2+3+4 is 79.,79,79,True,True
What's 2+2+5+8+5+4+5+2+10+10+5+9+1+5+3?,71,71,76,False,False
What's 3+7+5+6+9+8+8+3+3+3+10+3+2+8?,The sum of those numbers is 78.,78,78,True,True
What's 6+5+7+1+10+9+8+10+5+8+1?,70,70,70,True,False
What's 3+2+3+7+4+9+3+5+4+6+4+5+1+3?,The sum of those numbers is 59.,59,59,True,True
What's 4+6+8+5+2+6+5+3+7+4+1+8?,59,59,59,True,False
What's 1+1+5+10+7+8+3+6+8+9+1+10+5+2?,The sum of those numbers is 75.,75,76,False,True
What's 6+8+3+9+2+1+1+8+7+1+9+4+9?,68,68,68,True,False
What's 4+9+2+3+9+7+7+7+10+3+2+2+2+1+3?,The sum of those numbers is 61.,61,71,False,True
What's 7+3+1+7+10+5+5+2+9+5+1+10+2+5+6?,79,79,78,False,False
What's 2+5+10+8+7+4+7+9+2+3+5?,The sum of 2+5+10+8+7+4+7+9+2+3+5 is 62.,62,62,True,True
What's 8+5+2+5+1+6+9+10+9+9+10+2+10?,86,86,86,True,False
What's 2+2+2+10+2+9+9+9+8+5+4+4?,The sum of all those numbers is 64.,64,66,False,True
What's 6+1+6+1+6+3+6+5+5+8+3+3?,53,53,53,True,False
What's 8+6+4+7+7+7+8+8+3+10+5+7+8+2+9?,The sum of those numbers is 99.,99,99,True,True
What's 7+9+4+5+10+1+4+1+10+5+7?,63,63,63,True,False
What's 6+6+2+5+2+6+2+10+1+7+4+5?,The sum of 6+6+2+5+2+6+2+10+1+7+4+5 is 56.,56,56,True,True
What's 3+7+5+4+3+1+2+10+4+8?,47,47,47,True,False
What's 10+7+2+1+7+4+5+5+4+3+8+4+1?,The sum of those numbers is 61.,61,61,True,True
What's 7+7+5+9+7+6+3+6+2+8+10+10+2?,85,85,82,False,False
What's 7+4+10+7+7+8+10+6+6+2+1+8?,The sum of those numbers is 76.,76,76,True,True
What's 9+3+3+6+8+3+9+1+7+9+2+6+4+9+5?,84,84,84,True,False
What's 1+5+2+4+3+1+10+8+10+6+9+1?,The sum of those numbers is 60.,60,60,True,True
What's 7+5+1+3+5+6+10+2+1+1?,41,41,41,True,False
What's 4+3+3+1+10+3+1+3+1+3+1?,The sum of 4+3+3+1+10+3+1+3+1+3+1 is 33.,33,33,True,True
What's 10+1+6+1+9+8+5+3+8+6+2+3+10+6?,78,78,78,True,False
What's 4+8+6+7+10+4+6+3+5+3+8+8+2?,The sum of those numbers is 74.,74,74,True,True
What's 9+2+5+5+6+10+6+8+4+7?,The sum of 9+2+5+5+6+10+6+8+4+7 is 62.,62,62,True,False
What's 1+6+10+1+8+6+2+10+6+10+4+1+10?,The sum of the numbers you provided is 75.,75,75,True,True
What's 5+9+6+4+4+3+4+8+6+4+4+4+8+10+10?,89,89,89,True,False
What's 10+9+3+7+8+7+1+6+8+6+10+1?,The sum of those numbers is 76.,76,76,True,True
What's 7+8+5+1+10+7+8+10+9+10+7+6?,88,88,88,True,False
What's 3+10+1+4+4+1+7+6+3+9+7?,The sum of 3+10+1+4+4+1+7+6+3+9+7 is 55.,55,55,True,True
What's 7+3+8+10+4+2+9+8+8+3?,54,54,62,False,False
What's 4+8+10+1+1+3+6+6+4+10?,The sum of 4+8+10+1+1+3+6+6+4+10 is 53.,53,53,True,True
What's 7+4+3+6+2+1+1+4+5+3+8+7+6+8?,65,65,65,True,False
What's 5+6+6+2+7+1+7+7+5+6+2+7+1+5+3?,The sum of the numbers you provided is 70.,70,70,True,True
What's 5+2+7+8+2+10+9+7+10+9?,69,69,69,True,False
What's 3+5+8+1+4+5+10+10+7+4+9+8+7?,The sum of those numbers is 81.,81,81,True,True
What's 7+5+3+2+7+1+8+1+10+2+2+5?,53,53,53,True,False
What's 10+2+3+1+2+8+8+6+1+6+4+10+1+9+9?,The sum of 10+2+3+1+2+8+8+6+1+6+4+10+1+9+9 is 70.,70,80,False,True
What's 8+6+4+1+4+4+4+7+8+3+8+9+9+2+8?,85,85,85,True,False
What's 9+7+6+1+5+4+5+2+8+2+2+7+3?,The sum of 9+7+6+1+5+4+5+2+8+2+2+7+3 is 59.,59,61,False,True
What's 10+5+2+9+8+5+5+4+4+3?,55,55,55,True,False
What's 2+3+3+2+9+3+6+4+10+2?,The sum of 2+3+3+2+9+3+6+4+10+2 is 44.,44,44,True,True
What's 1+7+8+10+3+6+8+8+7+10+7+10+8?,The sum of 1+7+8+10+3+6+8+8+7+10+7+10+8 is 95.,95,93,False,False
What's 8+10+10+4+7+2+7+7+6+1?,The sum of 8+10+10+4+7+2+7+7+6+1 is 62.,62,62,True,True
What's 7+5+10+10+8+10+3+7+6+9+10+3+7?,95,95,95,True,False
What's 6+9+7+1+9+7+2+9+10+6+4+6+2+2?,The sum of the numbers you provided is 76.,76,80,False,True
What's 2+10+6+1+5+2+3+9+2+9+6+9+4+6?,64,64,74,False,False
What's 3+3+7+5+3+8+3+7+2+8+10+9?,The sum of 3+3+7+5+3+8+3+7+2+8+10+9 is 68.,68,68,True,True
What's 10+2+1+4+9+1+5+7+2+7+4+6+9+5+4?,76,76,76,True,False
What's 4+8+1+3+8+3+6+5+9+5+4+6?,The sum of 4+8+1+3+8+3+6+5+9+5+4+6 is 58.,58,62,False,True
What's 3+5+7+6+4+8+5+5+7+1+7+10+8+2?,78,78,78,True,False
What's 4+8+10+2+5+1+2+4+9+1?,The sum of 4+8+10+2+5+1+2+4+9+1 is 46.,46,46,True,True
What's 2+5+4+4+7+4+4+1+2+4+4+7?,48,48,48,True,False
What's 8+10+4+1+6+3+8+6+3+6+10?,The sum of 8+10+4+1+6+3+8+6+3+6+10 is 65.,65,65,True,True
What's 10+8+6+9+3+8+5+10+2+6+10+10+10+5+4?,106,106,106,True,False
What's 3+1+8+1+8+2+6+10+6+10+2?,The sum of 3+1+8+1+8+2+6+10+6+10+2 is 47.,47,57,False,True
What's 2+1+9+5+8+4+10+2+1+9+8+3+2+3?,59,59,67,False,False
What's 7+8+10+1+9+4+5+9+3+9+9?,The sum of 7+8+10+1+9+4+5+9+3+9+9 is 74.,74,74,True,True
What's 6+2+9+5+8+8+2+3+2+6+6+5+7+3+8?,80,80,80,True,False
What's 8+7+5+10+1+10+3+3+1+4+3+8+10?,The sum of those numbers is 73.,73,73,True,True
What's 10+6+4+10+5+5+4+6+10+4+5+4+8+5+7?,93,93,93,True,False
What's 3+8+10+7+3+6+3+1+9+10?,The sum of 3+8+10+7+3+6+3+1+9+10 is 60.,60,60,True,True
What's 1+9+7+5+2+3+8+2+5+3+10+1+8+2?,56,56,66,False,False
What's 3+7+1+3+3+7+1+10+2+7+9?,The sum of those numbers is 53.,53,53,True,True
What's 4+8+4+1+1+10+2+10+4+4+3+9+2+1+2?,65,65,65,True,False
What's 5+6+1+1+6+9+3+4+7+3+6+9+10+5+3?,The sum of those numbers is 78.,78,78,True,True
What's 4+8+8+6+4+2+1+3+7+4+2+7+4+8+4?,65,65,72,False,False
What's 10+1+9+9+9+3+7+1+3+2+4+1+9+7?,The sum of those numbers is 75.,75,75,True,True
What's 5+10+4+3+9+9+1+1+3+1+2+10+7?,55,55,65,False,False
What's 8+6+8+10+4+2+4+3+4+7?,The sum of 8+6+8+10+4+2+4+3+4+7 is 56.,56,56,True,True
What's 10+2+3+5+1+2+3+3+10+2+10+8+2+1+5?,65,65,67,False,False
What's 4+7+7+3+10+1+5+9+1+10+5+6+5+4?,The sum of those numbers is 77.,77,77,True,True
What's 10+9+10+5+7+9+5+9+4+10?,78,78,78,True,False
What's 2+10+10+5+10+7+10+10+3+1?,The sum of those numbers is 68.,68,68,True,True
What's 8+2+4+7+8+5+5+10+7+2+10+6?,74,74,74,True,False
What's 6+7+4+1+10+5+8+4+9+10?,The sum of 6+7+4+1+10+5+8+4+9+10 is 64.,64,64,True,True
What's 8+5+5+8+6+3+8+9+5+9+2?,68,68,68,True,False
What's 7+10+7+4+5+7+2+4+5+7+4?,The sum of 7+10+7+4+5+7+2+4+5+7+4 is 62.,62,62,True,True
What's 2+2+8+10+6+2+5+8+5+10+7+3+8+10?,86,86,86,True,False
What's 10+8+4+6+4+9+8+7+4+6+5?,The sum of 10+8+4+6+4+9+8+7+4+6+5 is 71.,71,71,True,True
What's 6+4+4+3+9+10+10+1+3+10+3+1+9+10?,83,83,83,True,False
What's 4+9+6+9+10+5+8+7+6+3+7+8+7+8+3?,The sum of those numbers is 100.,100,100,True,True
What's 5+5+6+4+1+6+8+10+2+3+8+5+6+4?,73,73,73,True,False
What's 2+2+1+5+7+2+6+9+5+9+8+1+1+5+7?,The sum of those numbers is 71.,71,70,False,True
What's 10+3+2+4+1+10+1+3+10+2+9+10?,55,55,65,False,False
What's 6+5+7+4+1+2+7+6+3+1+6+5+4+7?,The sum of 6+5+7+4+1+2+7+6+3+1+6+5+4+7 is 64.,64,64,True,True
What's 10+6+2+6+8+9+3+4+1+6+9+5?,69,69,69,True,False
What's 6+6+8+5+1+3+3+6+8+8+4+3?,The sum of 6+6+8+5+1+3+3+6+8+8+4+3 is 61.,61,61,True,True
What's 4+9+9+1+9+5+3+7+10+1+9+4+1+3?,75,75,75,True,False
What's 3+3+5+6+5+6+8+9+4+4+5?,The sum of 3+3+5+6+5+6+8+9+4+4+5 is 58.,58,58,True,True
What's 6+8+5+2+10+10+9+2+5+6+4+10+8+10?,100,100,95,False,False
What's 7+10+7+9+9+1+5+1+10+1?,The sum of 7+10+7+9+9+1+5+1+10+1 is 60.,60,60,True,True
What's 9+8+8+5+5+9+6+10+5+5+1?,66,66,71,False,False
What's 8+5+3+5+9+10+7+8+1+3+6?,The sum of 8+5+3+5+9+10+7+8+1+3+6 is 65.,65,65,True,True
What's 2+3+4+7+3+6+7+1+1+2+3+3+1+8?,50,50,51,False,False
What's 10+2+1+6+7+4+3+4+8+5+4?,The sum of 10+2+1+6+7+4+3+4+8+5+4 is 54.,54,54,True,True
What's 10+6+4+2+3+10+6+5+6+10+1+9+8+10+10?,90,90,100,False,False
What's 6+8+7+5+9+7+1+6+1+7+7+8+2+7+9?,The sum of 6+8+7+5+9+7+1+6+1+7+7+8+2+7+9 is 100.,100,90,False,True
What's 8+2+6+10+6+6+10+4+4+5+3?,64,64,64,True,False
What's 8+10+10+1+9+8+3+9+9+1+10+6+7+7?,The sum of 8+10+10+1+9+8+3+9+9+1+10+6+7+7 is 98.,98,98,True,True
What's 4+7+4+7+8+10+6+4+8+4+2+5+6+7?,82,82,82,True,False
What's 5+4+5+3+10+10+1+1+5+3+7+8+10+3+1?,The sum of all those numbers is 76.,76,76,True,True
What's 6+5+10+7+1+4+7+2+4+4?,50,50,50,True,False
What's 5+8+6+5+4+9+10+4+9+10+4?,The sum of those numbers is 74.,74,74,True,True
What's 6+4+7+1+5+9+7+8+6+3?,56,56,56,True,False
What's 1+4+9+1+5+3+4+10+6+5?,The sum of 1+4+9+1+5+3+4+10+6+5 is 48.,48,48,True,True
What's 7+6+5+3+6+8+4+5+1+2+3+6+7+5+5?,75,75,73,False,False
What's 1+3+6+3+10+10+10+10+2+6+5?,The sum of those numbers is 66.,66,66,True,True
What's 3+9+7+1+5+4+8+6+6+5?,54,54,54,True,False
What's 6+2+10+5+7+6+10+10+9+2+10+4+6+3+5?,The sum of the numbers you provided is 95.,95,95,True,True
What's 6+4+1+10+4+1+4+7+2+7?,46,46,46,True,False
What's 10+2+8+6+5+8+2+8+7+2+1+3+2+10+1?,The sum of those numbers is 75.,75,75,True,True
What's 2+4+6+2+8+4+8+10+1+4+5+3+3+10?,70,70,70,True,False
What's 9+7+6+7+4+5+5+4+6+5+5+7+6?,The sum of 9+7+6+7+4+5+5+4+6+5+5+7+6 is 76.,76,76,True,True
What's 2+6+3+8+7+1+5+6+7+1+8+8+2+10+3?,70,70,77,False,False
What's 7+3+7+8+9+4+10+1+2+4+8+7+9+10?,The sum of those numbers is 89.,89,89,True,True
What's 4+1+8+10+2+5+5+6+6+3?,50,50,50,True,False
What's 1+8+7+6+4+10+4+7+7+5+9?,The sum of 1+8+7+6+4+10+4+7+7+5+9 is 68.,68,68,True,True
What's 10+3+7+8+2+2+10+3+6+8?,59,59,59,True,False
What's 4+4+7+2+9+6+8+4+3+6+1?,The sum of 4+4+7+2+9+6+8+4+3+6+1 is 54.,54,54,True,True
What's 6+1+8+1+4+6+8+7+8+8+3+4+5+3+8?,84,84,80,False,False
What's 1+4+8+7+9+4+9+10+5+10+9?,The sum of 1+4+8+7+9+4+9+10+5+10+9 is 76.,76,76,True,True
What's 1+1+6+2+7+4+8+10+5+7?,51,51,51,True,False
What's 2+1+5+3+8+9+7+6+4+8+7+8?,The sum of those numbers is 68.,68,68,True,True
What's 3+4+5+3+7+3+1+10+2+6+5+6+10?,65,65,65,True,False
What's 5+5+8+3+8+4+6+1+4+6+1+5?,The sum of 5+5+8+3+8+4+6+1+4+6+1+5 is 56.,56,56,True,True
What's 9+4+10+9+8+9+3+6+6+7+9+9+10+2+10?,112,112,111,False,False
What's 7+4+5+6+1+4+4+10+5+5+3+7+2+9+1?,The sum of those numbers is 73.,73,73,True,True
What's 2+5+7+9+9+9+5+2+10+8+9+10+1+5+5?,96,96,96,True,False
What's 8+4+6+8+9+2+3+7+9+4+3?,The sum of 8+4+6+8+9+2+3+7+9+4+3 is 63.,63,63,True,True
What's 10+8+2+4+5+8+3+4+10+2+2+10+5?,65,65,73,False,False
What's 10+10+10+7+2+5+9+7+5+1+7+7+2?,The sum of those numbers is 82.,82,82,True,True
What's 5+7+10+9+1+1+10+9+6+9+3+1+10+6?,87,87,87,True,False
What's 6+9+6+10+6+3+2+7+8+4+5+10+9+10?,The sum of those numbers is 95.,95,95,True,True
What's 9+2+3+1+7+3+5+2+6+4+2+5+8?,57,57,57,True,False
What's 7+9+9+5+10+7+6+8+5+7+3+9+3+10?,The sum of those numbers is 98.,98,98,True,True
What's 4+10+3+5+6+4+10+9+3+7+2+4?,67,67,67,True,False
What's 4+2+9+5+2+5+1+2+6+6+5+1+2+1+6?,The sum of 4+2+9+5+2+5+1+2+6+6+5+1+2+1+6 is 57.,57,57,True,True
What's 9+2+7+5+8+2+6+8+9+9+8?,75,75,73,False,False
What's 2+8+5+1+5+8+7+6+3+3?,The sum of 2+8+5+1+5+8+7+6+3+3 is 48.,48,48,True,True
What's 2+7+5+10+9+9+7+2+2+4+4+6+5+7+3?,80,80,82,False,False
What's 9+5+4+10+4+7+3+5+8+8+5+6+10+2?,The sum of those numbers is 86.,86,86,True,True
What's 4+10+6+8+6+2+5+6+5+1+6+2+4+7+3?,75,75,75,True,False
What's 1+6+1+5+6+4+3+8+2+9+1?,The sum of 1+6+1+5+6+4+3+8+2+9+1 is 46.,46,46,True,True
What's 9+7+7+3+8+4+10+4+5+10+4+7?,78,78,78,True,False
What's 4+4+4+6+7+6+3+3+7+9+7+10+7?,The sum of those numbers is 80.,80,77,False,True
What's 7+6+7+1+9+9+4+6+9+8?,66,66,66,True,False
What's 7+10+6+3+8+2+10+5+4+2+10+3+5+8?,The sum of those numbers is 83.,83,83,True,True
What's 2+7+1+4+8+1+8+9+3+8?,41,41,51,False,False
What's 3+7+7+6+5+10+8+2+5+6+7+6?,The sum of 3+7+7+6+5+10+8+2+5+6+7+6 is 72.,72,72,True,True
What's 4+9+4+6+5+3+1+1+1+9+3+5+10+9+8?,78,78,78,True,False
What's 8+7+10+7+7+3+3+7+6+2+5?,The sum of 8+7+10+7+7+3+3+7+6+2+5 is 65.,65,65,True,True
What's 9+10+3+4+8+4+7+3+8+5+9+9+1+2?,75,75,82,False,False
What's 5+1+2+5+3+8+3+2+7+10?,The sum of 5+1+2+5+3+8+3+2+7+10 is 46.,46,46,True,True
What's 10+9+9+2+5+6+10+5+10+3+9+8?,86,86,86,True,False
What's 1+4+9+9+6+1+1+10+9+7+2?,The sum of those numbers is 59.,59,59,True,True
What's 9+2+3+8+9+6+6+7+4+1?,45,45,55,False,False
What's 8+9+10+10+1+9+9+5+1+2+10+10+1?,The sum of those numbers is 85.,85,85,True,True
What's 10+1+5+1+3+7+3+5+7+2+3?,47,47,47,True,False
What's 1+5+1+8+7+8+9+6+2+4+4+5+3+9+1?,The sum of those numbers is 73.,73,73,True,True
What's 3+6+4+10+9+9+1+2+9+9+4+3+5+8?,82,82,82,True,False
What's 1+5+6+3+8+10+8+1+8+6+2+9?,The sum of 1+5+6+3+8+10+8+1+8+6+2+9 is 67.,67,67,True,True
What's 3+10+1+9+9+5+9+6+5+5+3?,65,65,65,True,False
What's 7+5+7+1+7+7+1+10+6+9+1+5+3+1?,The sum of the numbers you provided is 71.,71,70,False,True
What's 1+1+7+1+5+6+4+1+7+2+1+1+4?,41,41,41,True,False
What's 8+7+4+7+6+1+9+3+7+2+1+9?,The sum of 8+7+4+7+6+1+9+3+7+2+1+9 is 64.,64,64,True,True
What's 1+6+1+6+3+7+4+3+5+9+4?,49,49,49,True,False
What's 2+10+10+5+9+8+8+6+8+10+10+9?,The sum of those numbers is 95.,95,95,True,True
